Term,Course/Section,Course Offering Id,Days Met,Start Date,End Date,Start Time,End Time,Room,Instructor
202211 (CS Spring)  ,ACCT 209/599 LEC,10001,T,1/18/2022,5/10/2022,7:00 PM,8:15 PM,ONLINE ONLINE,Clarke
202211 (CS Spring)  ,ACCT 210/501 LEC,14103,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,WCBA 114,Allen
202211 (CS Spring)  ,ACCT 229/200 EXAM,10003,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/200 EXAM,10003,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/200 EXAM,10003,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/200 LEC,10003,MW,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 462,Knoop
202211 (CS Spring)  ,ACCT 229/201 EXAM,27382,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/201 EXAM,27382,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/201 EXAM,27382,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/201 LEC,27382,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 462,Knoop
202211 (CS Spring)  ,ACCT 229/202 EXAM,34562,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/202 EXAM,34562,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/202 EXAM,34562,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/202 LEC,34562,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 462,Knoop
202211 (CS Spring)  ,ACCT 229/501 EXAM,10004,T,4/26/2022,4/26/2022,7:15 PM,9:00 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/501 EXAM,10004,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/501 EXAM,10004,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/501 LEC,10004,MW,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 105,Barrett
202211 (CS Spring)  ,ACCT 229/502 EXAM,10005,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/502 EXAM,10005,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/502 EXAM,10005,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/502 LEC,10005,MW,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 105,Barrett
202211 (CS Spring)  ,ACCT 229/503 EXAM,10006,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/503 EXAM,10006,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/503 EXAM,10006,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Barrett
202211 (CS Spring)  ,ACCT 229/503 LEC,10006,MW,1/18/2022,5/10/2022,3:55 PM,5:10 PM,WCBA 105,Barrett
202211 (CS Spring)  ,ACCT 229/504 EXAM,24413,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Head
202211 (CS Spring)  ,ACCT 229/504 EXAM,24413,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Head
202211 (CS Spring)  ,ACCT 229/504 EXAM,24413,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Head
202211 (CS Spring)  ,ACCT 229/504 LEC,24413,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 229/505 EXAM,10007,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/505 EXAM,10007,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/505 EXAM,10007,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Knoop
202211 (CS Spring)  ,ACCT 229/505 LEC,10007,MW,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 161,Knoop
202211 (CS Spring)  ,ACCT 229/506 EXAM,34563,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Arnosky
202211 (CS Spring)  ,ACCT 229/506 EXAM,34563,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Arnosky
202211 (CS Spring)  ,ACCT 229/506 EXAM,34563,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Arnosky
202211 (CS Spring)  ,ACCT 229/506 LEC,34563,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 161,Arnosky
202211 (CS Spring)  ,ACCT 229/507 EXAM,34564,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Arnosky
202211 (CS Spring)  ,ACCT 229/507 EXAM,34564,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Arnosky
202211 (CS Spring)  ,ACCT 229/507 EXAM,34564,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Arnosky
202211 (CS Spring)  ,ACCT 229/507 LEC,34564,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 113,Arnosky
202211 (CS Spring)  ,ACCT 229/508 EXAM,34565,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Rodriguez
202211 (CS Spring)  ,ACCT 229/508 EXAM,34565,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Rodriguez
202211 (CS Spring)  ,ACCT 229/508 EXAM,34565,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Rodriguez
202211 (CS Spring)  ,ACCT 229/508 LEC,34565,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 161,Rodriguez
202211 (CS Spring)  ,ACCT 229/509 EXAM,34566,T,3/29/2022,3/29/2022,7:15 PM,9:15 PM,,Tiplady
202211 (CS Spring)  ,ACCT 229/509 EXAM,34566,T,4/26/2022,4/26/2022,7:15 PM,9:15 PM,,Tiplady
202211 (CS Spring)  ,ACCT 229/509 EXAM,34566,T,2/22/2022,2/22/2022,7:15 PM,9:15 PM,,Tiplady
202211 (CS Spring)  ,ACCT 229/509 LEC,34566,MW,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 161,Tiplady
202211 (CS Spring)  ,ACCT 230/201 EXAM,10010,T,2/8/2022,2/8/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/201 EXAM,10010,T,4/5/2022,4/5/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/201 EXAM,10010,T,3/1/2022,3/1/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/201 LEC,10010,MW,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 462,Allen
202211 (CS Spring)  ,ACCT 230/501 EXAM,10012,T,2/8/2022,2/8/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/501 EXAM,10012,T,3/1/2022,3/1/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/501 EXAM,10012,T,4/5/2022,4/5/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/501 LEC,10012,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,WCBA 114,Allen
202211 (CS Spring)  ,ACCT 230/502 EXAM,10013,T,2/8/2022,2/8/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/502 EXAM,10013,T,3/1/2022,3/1/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/502 EXAM,10013,T,4/5/2022,4/5/2022,7:15 PM,9:15 PM,,Allen
202211 (CS Spring)  ,ACCT 230/502 LEC,10013,MW,1/18/2022,5/10/2022,12:40 PM,1:30 PM,WCBA 113,Allen
202211 (CS Spring)  ,ACCT 321/500 LEC,10016,TR,1/18/2022,5/10/2022,5:30 PM,6:45 PM,WCBA 113,Ranzilla
202211 (CS Spring)  ,ACCT 322/500 LEC,21666,TR,1/18/2022,5/10/2022,3:55 PM,5:25 PM,WCBA 161,Rhome
202211 (CS Spring)  ,ACCT 327/500 EXAM,34568,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/500 EXAM,34568,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/500 EXAM,34568,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/500 LEC,34568,MW,1/18/2022,5/10/2022,8:00 AM,9:15 AM,WCBA 104,Stuber
202211 (CS Spring)  ,ACCT 327/501 EXAM,16673,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/501 EXAM,16673,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/501 EXAM,16673,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/501 LEC,16673,MW,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 104,Stuber
202211 (CS Spring)  ,ACCT 327/502 EXAM,16674,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/502 EXAM,16674,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/502 EXAM,16674,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Stuber
202211 (CS Spring)  ,ACCT 327/502 LEC,16674,MW,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 104,Stuber
202211 (CS Spring)  ,ACCT 327/503 EXAM,10017,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/503 EXAM,10017,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/503 EXAM,10017,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/503 LEC,10017,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,WCBA 155,Blum
202211 (CS Spring)  ,ACCT 327/504 EXAM,10018,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/504 EXAM,10018,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/504 EXAM,10018,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/504 LEC,10018,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 155,Blum
202211 (CS Spring)  ,ACCT 327/505 EXAM,23830,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/505 EXAM,23830,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/505 EXAM,23830,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Blum
202211 (CS Spring)  ,ACCT 327/505 LEC,23830,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 161,Blum
202211 (CS Spring)  ,ACCT 327/506 EXAM,23831,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Larkin
202211 (CS Spring)  ,ACCT 327/506 EXAM,23831,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Larkin
202211 (CS Spring)  ,ACCT 327/506 EXAM,23831,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Larkin
202211 (CS Spring)  ,ACCT 327/506 LEC,23831,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,WCBA 105,Larkin
202211 (CS Spring)  ,ACCT 327/507 EXAM,32793,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Larkin
202211 (CS Spring)  ,ACCT 327/507 EXAM,32793,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Larkin
202211 (CS Spring)  ,ACCT 327/507 EXAM,32793,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Larkin
202211 (CS Spring)  ,ACCT 327/507 LEC,32793,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,WCBA 105,Larkin
202211 (CS Spring)  ,ACCT 327/508 EXAM,35599,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Weaver
202211 (CS Spring)  ,ACCT 327/508 EXAM,35599,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Weaver
202211 (CS Spring)  ,ACCT 327/508 EXAM,35599,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Weaver
202211 (CS Spring)  ,ACCT 327/508 LEC,35599,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 111,Weaver
202211 (CS Spring)  ,ACCT 327/509 EXAM,42711,M,3/28/2022,3/28/2022,7:15 PM,9:15 PM,,Weaver
202211 (CS Spring)  ,ACCT 327/509 EXAM,42711,M,4/25/2022,4/25/2022,7:15 PM,9:15 PM,,Weaver
202211 (CS Spring)  ,ACCT 327/509 EXAM,42711,T,2/15/2022,2/15/2022,7:15 PM,9:15 PM,,Weaver
202211 (CS Spring)  ,ACCT 327/509 LEC,42711,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 111,Weaver
202211 (CS Spring)  ,ACCT 328/501 LEC,10019,MW,1/18/2022,5/10/2022,8:00 AM,9:15 AM,WCBA 155,Wang
202211 (CS Spring)  ,ACCT 328/502 LEC,10020,MW,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 155,Wang
202211 (CS Spring)  ,ACCT 328/504 LEC,26523,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,WCBA 105,Grossman
202211 (CS Spring)  ,ACCT 328/505 LEC,26524,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 105,Grossman
202211 (CS Spring)  ,ACCT 328/506 LEC,26525,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 105,Grossman
202211 (CS Spring)  ,ACCT 328/507 LEC,38571,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,WCBA 104,Harding
202211 (CS Spring)  ,ACCT 328/508 LEC,38572,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 104,Harding
202211 (CS Spring)  ,ACCT 328/510 LEC,27388,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 104,Harding
202211 (CS Spring)  ,ACCT 329/501 LEC,15758,R,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 114,Farmer
202211 (CS Spring)  ,ACCT 405/501 LEC,10021,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 290,Lassila
202211 (CS Spring)  ,ACCT 405/502 LEC,10022,TR,1/18/2022,5/10/2022,3:55 PM,5:10 PM,WCBA 290,Lassila
202211 (CS Spring)  ,ACCT 405/503 EXAM,25065,R,3/3/2022,3/3/2022,7:30 PM,9:30 PM,,McGuire
202211 (CS Spring)  ,ACCT 405/503 LEC,25065,MW,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 155,McGuire
202211 (CS Spring)  ,ACCT 405/504 EXAM,10023,R,3/3/2022,3/3/2022,7:30 PM,9:30 PM,,McGuire
202211 (CS Spring)  ,ACCT 405/504 LEC,10023,MW,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 155,McGuire
202211 (CS Spring)  ,ACCT 405/505 EXAM,10024,R,3/3/2022,3/3/2022,7:30 PM,9:30 PM,,Xia
202211 (CS Spring)  ,ACCT 405/505 LEC,10024,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 104,Xia
202211 (CS Spring)  ,ACCT 405/506 EXAM,10025,R,3/3/2022,3/3/2022,7:30 PM,9:30 PM,,Xia
202211 (CS Spring)  ,ACCT 405/506 LEC,10025,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 104,Xia
202211 (CS Spring)  ,ACCT 405/507 EXAM,42214,R,3/3/2022,3/3/2022,7:30 PM,9:30 PM,,Xia
202211 (CS Spring)  ,ACCT 405/507 LEC,42214,TR,1/18/2022,5/10/2022,3:55 PM,5:10 PM,WCBA 104,Xia
202211 (CS Spring)  ,ACCT 407/901 LEC,12542,MW,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 462,Diaz
202211 (CS Spring)  ,ACCT 407/902 LEC,12543,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 462,Ranzilla
202211 (CS Spring)  ,ACCT 408/501 LEC,42901,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 410/500 LEC,10028,MW,1/18/2022,3/11/2022,8:00 AM,9:15 AM,WCBA 462,Head
202211 (CS Spring)  ,ACCT 410/500 LEC,10028,TR,1/18/2022,3/11/2022,8:00 AM,9:15 AM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 421/931 LEC,18604,R,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 105,Foster
202211 (CS Spring)  ,ACCT 421/931 LEC,18604,T,1/18/2022,5/10/2022,12:45 PM,2:00 PM,ONLINE ONLINE,Foster
202211 (CS Spring)  ,ACCT 421/932 LEC,18605,R,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 105,Foster
202211 (CS Spring)  ,ACCT 421/932 LEC,18605,T,1/18/2022,5/10/2022,2:20 PM,3:35 PM,ONLINE ONLINE,Foster
202211 (CS Spring)  ,ACCT 421/933 LEC,27391,R,1/18/2022,5/10/2022,3:55 PM,5:10 PM,WCBA 105,Foster
202211 (CS Spring)  ,ACCT 421/933 LEC,27391,T,1/18/2022,5/10/2022,3:55 PM,5:10 PM,ONLINE ONLINE,Foster
202211 (CS Spring)  ,ACCT 427/500 EXAM,42713,R,3/10/2022,3/10/2022,7:30 PM,9:30 PM,,Arnosky
202211 (CS Spring)  ,ACCT 427/500 LEC,42713,MW,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 442,Arnosky
202211 (CS Spring)  ,ACCT 427/501 EXAM,10029,R,3/10/2022,3/10/2022,7:30 PM,9:30 PM,,Blasor
202211 (CS Spring)  ,ACCT 427/501 LEC,10029,F,1/18/2022,5/10/2022,8:00 AM,10:00 AM,WCBA 442,Blasor
202211 (CS Spring)  ,ACCT 427/502 EXAM,10030,R,3/10/2022,3/10/2022,7:30 PM,9:30 PM,,Blasor
202211 (CS Spring)  ,ACCT 427/502 LEC,10030,F,1/18/2022,5/10/2022,10:30 AM,12:30 PM,WCBA 442,Blasor
202211 (CS Spring)  ,ACCT 427/503 EXAM,10031,R,3/10/2022,3/10/2022,7:30 PM,9:30 PM,,Blasor
202211 (CS Spring)  ,ACCT 427/503 LEC,10031,F,1/18/2022,5/10/2022,1:30 PM,3:30 PM,WCBA 442,Blasor
202211 (CS Spring)  ,ACCT 427/504 LEC,23832,MW,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 442,Diaz
202211 (CS Spring)  ,ACCT 427/505 LEC,21516,MW,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 442,Diaz
202211 (CS Spring)  ,ACCT 427/506 EXAM,42712,R,3/10/2022,3/10/2022,7:30 PM,9:30 PM,,Arnosky
202211 (CS Spring)  ,ACCT 427/506 LEC,42712,MW,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 442,Arnosky
202211 (CS Spring)  ,ACCT 430/500 LEC,43957,,1/18/2022,6/3/2022,,,,Sanders
202211 (CS Spring)  ,ACCT 445/501 LEC,10033,R,1/3/2022,2/11/2022,9:35 AM,10:50 AM,WCBA 114,Cline
202211 (CS Spring)  ,ACCT 445/502 LEC,10034,T,3/28/2022,5/6/2022,12:45 PM,2:00 PM,WCBA 114,Cline
202211 (CS Spring)  ,ACCT 447/502 LEC,10036,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Redman
202211 (CS Spring)  ,ACCT 447/502 LEC,10036,W,3/9/2022,3/9/2022,11:10 AM,12:25 PM,,Redman
202211 (CS Spring)  ,ACCT 447/599 LEC,10035,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Redman
202211 (CS Spring)  ,ACCT 447/599 LEC,10035,W,3/9/2022,3/9/2022,9:35 AM,10:50 AM,,Redman
202211 (CS Spring)  ,ACCT 450/501 LEC,10037,TR,3/28/2022,5/6/2022,9:35 AM,10:50 AM,WCBA 114,Shaub
202211 (CS Spring)  ,ACCT 450/501 LEC,10037,MW,3/28/2022,5/6/2022,3:00 PM,4:55 PM,WCBA 114,Shaub
202211 (CS Spring)  ,ACCT 450/502 LEC,27390,TR,3/28/2022,5/6/2022,8:00 AM,9:15 AM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 450/502 LEC,27390,MW,3/28/2022,5/6/2022,3:00 PM,4:55 PM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 484/501 LEC,39644,,1/18/2022,5/10/2022,,,,Shaub
202211 (CS Spring)  ,ACCT 489/500 LEC,43400,T,3/28/2022,5/10/2022,4:00 PM,7:00 PM,WCBA 105,Weaver
202211 (CS Spring)  ,ACCT 489/500 LEC,43400,F,3/28/2022,5/10/2022,9:00 AM,12:00 PM,WCBA 155,Weaver
202211 (CS Spring)  ,ACCT 607/600 SEM,15771,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 462,Ranzilla
202211 (CS Spring)  ,ACCT 615/600 LEC,15249,MW,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 105,Larkin
202211 (CS Spring)  ,ACCT 620/601 LEC,10039,TR,2/17/2022,5/4/2022,10:45 AM,12:45 PM,WCBA 186,Cohen
202211 (CS Spring)  ,ACCT 620/602 LEC,10040,TR,2/17/2022,5/4/2022,8:30 AM,10:30 AM,WCBA 186,Cohen
202211 (CS Spring)  ,ACCT 620/651 LEC,10041,,1/12/2022,3/8/2022,,,,Kinney
202211 (CS Spring)  ,ACCT 620/751 LEC,44686,,1/12/2022,3/8/2022,,,ONLINE ONLINE,Kinney
202211 (CS Spring)  ,ACCT 640/698 LEC,43945,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Foster
202211 (CS Spring)  ,ACCT 640/699 LEC,32038,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Foster
202211 (CS Spring)  ,ACCT 640/700 LEC,34571,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Foster
202211 (CS Spring)  ,ACCT 644/601 LEC,10042,F,1/18/2022,5/10/2022,10:20 AM,1:20 PM,WCBA 161,Sanders
202211 (CS Spring)  ,ACCT 644/601 LEC,10042,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,WCBA 442,Sanders
202211 (CS Spring)  ,ACCT 644/602 LEC,10043,F,1/18/2022,5/10/2022,10:20 AM,1:20 PM,WCBA 161,Sanders
202211 (CS Spring)  ,ACCT 644/602 LEC,10043,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,WCBA 442,Sanders
202211 (CS Spring)  ,ACCT 646/601 LEC,12754,R,1/3/2022,2/11/2022,9:35 AM,10:50 AM,WCBA 114,Cline
202211 (CS Spring)  ,ACCT 646/602 LEC,10044,T,3/28/2022,5/6/2022,12:45 PM,2:00 PM,WCBA 114,Cline
202211 (CS Spring)  ,ACCT 647/600 LEC,34569,,1/18/2022,5/10/2022,,,,Redman
202211 (CS Spring)  ,ACCT 647/600 LEC,34569,W,4/6/2022,4/6/2022,12:45 PM,2:00 PM,,Redman
202211 (CS Spring)  ,ACCT 647/600 LEC,34569,W,3/9/2022,3/9/2022,12:45 PM,2:00 PM,,Redman
202211 (CS Spring)  ,ACCT 647/601 LEC,10045,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,WCBA 442,Kartapanis
202211 (CS Spring)  ,ACCT 647/602 LEC,10046,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,WCBA 442,Kartapanis
202211 (CS Spring)  ,ACCT 647/603 LEC,34570,TR,1/18/2022,5/10/2022,3:55 PM,5:10 PM,WCBA 442,Kartapanis
202211 (CS Spring)  ,ACCT 650/601 LEC,10047,TR,3/28/2022,5/6/2022,9:35 AM,10:50 AM,WCBA 114,Shaub
202211 (CS Spring)  ,ACCT 650/601 LEC,10047,MW,3/28/2022,5/6/2022,3:00 PM,4:55 PM,WCBA 114,Shaub
202211 (CS Spring)  ,ACCT 650/602 LEC,27858,MW,3/28/2022,5/6/2022,3:00 PM,4:55 PM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 650/602 LEC,27858,TR,3/28/2022,5/6/2022,8:00 AM,9:15 AM,WCBA 111,Head
202211 (CS Spring)  ,ACCT 660/600 LEC,10048,,1/18/2022,5/10/2022,,,,Ahmed
202211 (CS Spring)  ,ACCT 671/652 LEC,36568,,1/14/2022,3/15/2022,,,,McAnally
202211 (CS Spring)  ,ACCT 680/601 LEC,23833,MW,1/3/2022,2/11/2022,8:00 AM,11:00 AM,WCBA 111,Robinson
202211 (CS Spring)  ,ACCT 680/601 LEC,23833,T,1/3/2022,2/11/2022,8:00 AM,11:00 AM,,Robinson
202211 (CS Spring)  ,ACCT 680/602 LEC,23834,T,1/3/2022,2/11/2022,11:30 AM,2:30 PM,,Robinson
202211 (CS Spring)  ,ACCT 680/602 LEC,23834,MW,1/3/2022,2/11/2022,11:30 AM,2:30 PM,WCBA 111,Robinson
202211 (CS Spring)  ,ACCT 684/600 PRAC,13513,,1/18/2022,5/10/2022,,,,Shaub
202211 (CS Spring)  ,ACCT 685/600 INS,13514,,1/18/2022,5/10/2022,,,,Blasor
202211 (CS Spring)  ,ACCT 688/601 SEM,25765,W,1/18/2022,5/10/2022,1:00 PM,4:00 PM,WCBA 205,Tse
202211 (CS Spring)  ,ACCT 689/601 LEC,43670,F,3/28/2022,5/10/2022,9:00 AM,12:00 PM,WCBA 155,Weaver
202211 (CS Spring)  ,ACCT 689/601 LEC,43670,T,3/28/2022,5/10/2022,4:00 PM,7:00 PM,WCBA 105,Weaver
202211 (CS Spring)  ,ACCT 691/600 RES,13809,,1/18/2022,5/10/2022,,,,McGuire
202211 (CS Spring)  ,AEGD 602/600 CLD,31069,,1/10/2022,5/20/2022,,,,Zandinejad
202211 (CS Spring)  ,AEGD 604/600 LEC,31992,,1/10/2022,5/20/2022,,,,Zandinejad
202211 (CS Spring)  ,AEGD 611/600 CLD,35474,,1/10/2022,5/20/2022,,,,Zandinejad
202211 (CS Spring)  ,AEGD 617/600 SEM,31070,,1/10/2022,5/20/2022,,,,Zandinejad
202211 (CS Spring)  ,AEGD 620/600 SEM,31071,,1/10/2022,5/20/2022,,,,Zandinejad
202211 (CS Spring)  ,AEGD 625/600 CLD,35475,,1/10/2022,5/20/2022,,,,Zandinejad
202211 (CS Spring)  ,AERO 201/200 LAB,21046,W,1/18/2022,5/10/2022,4:10 PM,5:00 PM,,Strganac
202211 (CS Spring)  ,AERO 201/200 LEC,21046,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,,Strganac
