Term,Course/Section,Course Offering Id,Days Met,Start Date,End Date,Start Time,End Time,Room,Instructor
202211 (CS Spring)  ,CPSY 688/600 LAB,39247,,1/18/2022,5/10/2022,,,,Castillo
202211 (CS Spring)  ,CPSY 688/600 LEC,39247,R,1/18/2022,5/10/2022,1:00 PM,4:00 PM,EDCT 701G,Castillo
202211 (CS Spring)  ,CPSY 691/604 RES,18239,,1/18/2022,5/10/2022,,,,Ridley
202211 (CS Spring)  ,CPSY 691/614 RES,18098,,1/18/2022,5/10/2022,,,,Castillo
202211 (CS Spring)  ,CPSY 691/635 RES,22733,,1/18/2022,5/10/2022,,,,Ojeda
202211 (CS Spring)  ,CPSY 691/643 RES,13658,,1/18/2022,5/10/2022,,,,Elliott
202211 (CS Spring)  ,CPSY 691/678 RES,13509,,1/18/2022,5/10/2022,,,,Castillo
202211 (CS Spring)  ,CSCE 110/588 LAB,41755,TR,1/18/2022,5/10/2022,2:35 PM,3:25 PM,ZACH 592,Houngninou
202211 (CS Spring)  ,CSCE 110/588 LEC,41755,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/589 LAB,41756,TR,1/18/2022,5/10/2022,3:55 PM,4:45 PM,ZACH 592,Houngninou
202211 (CS Spring)  ,CSCE 110/589 LEC,41756,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/590 LAB,41757,TR,1/18/2022,5/10/2022,5:30 PM,6:20 PM,ZACH 592,Houngninou
202211 (CS Spring)  ,CSCE 110/590 LEC,41757,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/591 LAB,41758,TR,1/18/2022,5/10/2022,6:40 PM,7:30 PM,ZACH 592,Houngninou
202211 (CS Spring)  ,CSCE 110/591 LEC,41758,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/592 LAB,41759,TR,1/18/2022,5/10/2022,2:35 PM,3:25 PM,ZACH 598,Houngninou
202211 (CS Spring)  ,CSCE 110/592 LEC,41759,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/593 LAB,41760,TR,1/18/2022,5/10/2022,3:55 PM,4:45 PM,ZACH 598,Houngninou
202211 (CS Spring)  ,CSCE 110/593 LEC,41760,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/594 LAB,41761,TR,1/18/2022,5/10/2022,5:30 PM,6:20 PM,ZACH 598,Houngninou
202211 (CS Spring)  ,CSCE 110/594 LEC,41761,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/595 LAB,41763,TR,1/18/2022,5/10/2022,6:40 PM,7:30 PM,ZACH 598,Houngninou
202211 (CS Spring)  ,CSCE 110/595 LEC,41763,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ONLINE ONLINE,Houngninou
202211 (CS Spring)  ,CSCE 110/596 LAB,41762,MW,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 592,Yum
202211 (CS Spring)  ,CSCE 110/596 LEC,41762,MWF,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ONLINE ONLINE,Yum
202211 (CS Spring)  ,CSCE 110/597 LAB,42967,MW,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 592,Yum
202211 (CS Spring)  ,CSCE 110/597 LEC,42967,MWF,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ONLINE ONLINE,Yum
202211 (CS Spring)  ,CSCE 110/598 LAB,41764,MW,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 592,Yum
202211 (CS Spring)  ,CSCE 110/598 LEC,41764,MWF,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ONLINE ONLINE,Yum
202211 (CS Spring)  ,CSCE 110/599 LAB,41765,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 592,Yum
202211 (CS Spring)  ,CSCE 110/599 LEC,41765,MWF,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ONLINE ONLINE,Yum
202211 (CS Spring)  ,CSCE 111/500 LAB,41766,MW,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ILCB 233 - Learning Studio 1,Lightfoot
202211 (CS Spring)  ,CSCE 111/500 LEC,41766,MWF,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ILCB 112 - Egg,Lightfoot
202211 (CS Spring)  ,CSCE 111/501 LAB,12320,MW,1/18/2022,5/10/2022,4:10 PM,5:00 PM,ILCB 233 - Learning Studio 1,Lightfoot
202211 (CS Spring)  ,CSCE 111/501 LEC,12320,MWF,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ILCB 112 - Egg,Lightfoot
202211 (CS Spring)  ,CSCE 120/510 LAB,42781,T,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 120/510 LEC,42781,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 120/511 LAB,42783,R,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 120/511 LEC,42783,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 120/512 LAB,42785,T,1/18/2022,5/10/2022,12:45 PM,1:35 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 120/512 LEC,42785,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 120/513 LAB,42787,R,1/18/2022,5/10/2022,12:45 PM,1:35 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 120/513 LEC,42787,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 120/594 LAB,41815,R,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 120/594 LEC,41815,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 120/595 LAB,41816,T,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 120/595 LEC,41816,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 120/596 LAB,41817,R,1/18/2022,5/10/2022,9:35 AM,10:25 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 120/596 LEC,41817,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 120/597 LAB,41821,T,1/18/2022,5/10/2022,9:35 AM,10:25 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 120/597 LEC,41821,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 120/598 LAB,41822,R,1/18/2022,5/10/2022,8:25 AM,9:15 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 120/598 LEC,41822,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 120/599 LAB,41823,T,1/18/2022,5/10/2022,8:25 AM,9:15 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 120/599 LEC,41823,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/503 LAB,12328,T,1/18/2022,5/10/2022,5:30 PM,6:20 PM,ZACH 590,Taylor
202211 (CS Spring)  ,CSCE 121/503 LEC,12328,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/504 LAB,12330,R,1/18/2022,5/10/2022,5:30 PM,6:20 PM,ZACH 590,Taylor
202211 (CS Spring)  ,CSCE 121/504 LEC,12330,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/505 LAB,13808,T,1/18/2022,5/10/2022,6:40 PM,7:30 PM,ZACH 590,Taylor
202211 (CS Spring)  ,CSCE 121/505 LEC,13808,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/506 LAB,13988,T,1/18/2022,5/10/2022,8:25 AM,9:15 AM,ZACH 582,Taylor
202211 (CS Spring)  ,CSCE 121/506 LEC,13988,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/507 LAB,15040,R,1/18/2022,5/10/2022,8:25 AM,9:15 AM,ZACH 582,Taylor
202211 (CS Spring)  ,CSCE 121/507 LEC,15040,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/508 LAB,15041,T,1/18/2022,5/10/2022,9:35 AM,10:25 AM,ZACH 582,Taylor
202211 (CS Spring)  ,CSCE 121/508 LEC,15041,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/509 LAB,15779,R,1/18/2022,5/10/2022,9:35 AM,10:25 AM,ZACH 582,Taylor
202211 (CS Spring)  ,CSCE 121/509 LEC,15779,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 350,Taylor
202211 (CS Spring)  ,CSCE 121/510 LAB,17532,T,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/510 LEC,17532,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/511 LAB,20909,R,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/511 LEC,20909,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/512 LAB,20910,T,1/18/2022,5/10/2022,12:45 PM,1:35 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/512 LEC,20910,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/513 LAB,23971,R,1/18/2022,5/10/2022,12:45 PM,1:35 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/513 LEC,23971,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/514 LAB,23972,T,1/18/2022,5/10/2022,2:35 PM,3:25 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/514 LEC,23972,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/515 LAB,23973,R,1/18/2022,5/10/2022,2:35 PM,3:25 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/515 LEC,23973,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/516 LAB,27350,T,1/18/2022,5/10/2022,3:55 PM,4:45 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/516 LEC,27350,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/517 LAB,27351,R,1/18/2022,5/10/2022,3:55 PM,4:45 PM,ZACH 582,Taele
202211 (CS Spring)  ,CSCE 121/517 LEC,27351,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 310,Taele
202211 (CS Spring)  ,CSCE 121/588 LAB,43956,R,1/18/2022,5/10/2022,3:55 PM,4:45 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/588 LEC,43956,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/589 LAB,43955,T,1/18/2022,5/10/2022,3:55 PM,4:45 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/589 LEC,43955,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/590 LAB,43946,R,1/18/2022,5/10/2022,2:35 PM,3:25 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/590 LEC,43946,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/591 LAB,41803,T,1/18/2022,5/10/2022,2:35 PM,3:25 PM,ZACH 590,Ritchey
202211 (CS Spring)  ,CSCE 121/591 LEC,41803,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ONLINE ONLINE,Ritchey
202211 (CS Spring)  ,CSCE 121/592 LAB,41804,R,1/18/2022,5/10/2022,12:45 PM,1:35 PM,ZACH 590,Ritchey
202211 (CS Spring)  ,CSCE 121/592 LEC,41804,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ONLINE ONLINE,Ritchey
202211 (CS Spring)  ,CSCE 121/593 LAB,41805,T,1/18/2022,5/10/2022,12:45 PM,1:35 PM,ZACH 590,Ritchey
202211 (CS Spring)  ,CSCE 121/593 LEC,41805,MWF,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ONLINE ONLINE,Ritchey
202211 (CS Spring)  ,CSCE 121/594 LAB,41809,R,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/594 LEC,41809,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/595 LAB,41810,T,1/18/2022,5/10/2022,11:35 AM,12:25 PM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/595 LEC,41810,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/596 LAB,41811,R,1/18/2022,5/10/2022,9:35 AM,10:25 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/596 LEC,41811,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/597 LAB,41812,T,1/18/2022,5/10/2022,9:35 AM,10:25 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/597 LEC,41812,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/598 LAB,41813,R,1/18/2022,5/10/2022,8:25 AM,9:15 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/598 LEC,41813,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 121/599 LAB,41814,T,1/18/2022,5/10/2022,8:25 AM,9:15 AM,ZACH 590,Moore
202211 (CS Spring)  ,CSCE 121/599 LEC,41814,,1/18/2022,5/10/2022,,,ONLINE ONLINE,Moore
202211 (CS Spring)  ,CSCE 181/599 LEC,41801,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,ONLINE ONLINE,Keyser
202211 (CS Spring)  ,CSCE 206/500 LAB,41800,MW,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 598,Yum
202211 (CS Spring)  ,CSCE 206/500 LEC,41800,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 350,Yum
202211 (CS Spring)  ,CSCE 206/501 LAB,12333,MW,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 598,Yum
202211 (CS Spring)  ,CSCE 206/501 LEC,12333,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 350,Yum
202211 (CS Spring)  ,CSCE 206/502 LAB,12334,MW,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 598,Yum
202211 (CS Spring)  ,CSCE 206/502 LEC,12334,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 350,Yum
202211 (CS Spring)  ,CSCE 206/503 LAB,41798,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 598,Yum
202211 (CS Spring)  ,CSCE 206/503 LEC,41798,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 350,Yum
202211 (CS Spring)  ,CSCE 206/M01 LAB,43266,MF,1/18/2022,5/10/2022,1:50 PM,2:40 PM,HECM 115,Munoz-Vazquez
202211 (CS Spring)  ,CSCE 206/M01 LEC,43266,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,HECM 115,Munoz-Vazquez
202211 (CS Spring)  ,CSCE 221/200 LAB,43689,F,1/18/2022,5/10/2022,12:40 PM,2:20 PM,EABA 118,Pearce
202211 (CS Spring)  ,CSCE 221/200 LEC,43689,MWF,1/18/2022,5/10/2022,9:10 AM,10:00 AM,HRBB 126,Pearce
202211 (CS Spring)  ,CSCE 221/500 LAB,41799,MW,1/18/2022,5/10/2022,4:10 PM,5:00 PM,ZACH 590,Leyk
202211 (CS Spring)  ,CSCE 221/500 LEC,41799,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/501 LAB,12343,MW,1/18/2022,5/10/2022,5:45 PM,6:35 PM,ZACH 590,Leyk
202211 (CS Spring)  ,CSCE 221/501 LEC,12343,MWF,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/503 LAB,12347,MW,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 590,Leyk
202211 (CS Spring)  ,CSCE 221/503 LEC,12347,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/504 LAB,12349,MW,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 590,Leyk
202211 (CS Spring)  ,CSCE 221/504 LEC,12349,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/505 LAB,12350,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 590,Leyk
202211 (CS Spring)  ,CSCE 221/505 LEC,12350,TR,1/18/2022,5/10/2022,8:00 AM,9:15 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/506 LAB,12352,MW,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 582,Leyk
202211 (CS Spring)  ,CSCE 221/506 LEC,12352,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/507 LAB,16242,MW,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 582,Leyk
202211 (CS Spring)  ,CSCE 221/507 LEC,16242,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/508 LAB,22284,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 582,Leyk
202211 (CS Spring)  ,CSCE 221/508 LEC,22284,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/509 LAB,17004,MW,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 582,Leyk
202211 (CS Spring)  ,CSCE 221/509 LEC,17004,TR,1/18/2022,5/10/2022,9:35 AM,10:50 AM,ZACH 244,Leyk
202211 (CS Spring)  ,CSCE 221/510 LAB,14872,MW,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 590,Houngninou
202211 (CS Spring)  ,CSCE 221/510 LEC,14872,TR,1/18/2022,5/10/2022,5:30 PM,6:45 PM,ZACH 244,Houngninou
202211 (CS Spring)  ,CSCE 221/511 LAB,17001,MW,1/18/2022,5/10/2022,1:50 PM,2:40 PM,ZACH 590,Houngninou
202211 (CS Spring)  ,CSCE 221/511 LEC,17001,TR,1/18/2022,5/10/2022,5:30 PM,6:45 PM,ZACH 244,Houngninou
202211 (CS Spring)  ,CSCE 221/512 LAB,22285,MW,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ZACH 590,Houngninou
202211 (CS Spring)  ,CSCE 221/512 LEC,22285,TR,1/18/2022,5/10/2022,5:30 PM,6:45 PM,ZACH 244,Houngninou
202211 (CS Spring)  ,CSCE 221/513 LAB,23974,MW,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 584,Polsley
202211 (CS Spring)  ,CSCE 221/513 LEC,23974,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 310,Polsley
202211 (CS Spring)  ,CSCE 221/514 LAB,23975,MW,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 584,Polsley
202211 (CS Spring)  ,CSCE 221/514 LEC,23975,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 310,Polsley
202211 (CS Spring)  ,CSCE 221/515 LAB,23976,MW,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 584,Polsley
202211 (CS Spring)  ,CSCE 221/515 LEC,23976,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 310,Polsley
202211 (CS Spring)  ,CSCE 221/516 LAB,31593,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 584,Polsley
202211 (CS Spring)  ,CSCE 221/516 LEC,31593,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 310,Polsley
202211 (CS Spring)  ,CSCE 221/517 LAB,34908,MW,1/18/2022,5/10/2022,8:00 AM,8:50 AM,ZACH 596,Chawla
202211 (CS Spring)  ,CSCE 221/517 LEC,34908,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 244,Chawla
202211 (CS Spring)  ,CSCE 221/518 LAB,34909,MW,1/18/2022,5/10/2022,9:10 AM,10:00 AM,ZACH 596,Chawla
202211 (CS Spring)  ,CSCE 221/518 LEC,34909,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 244,Chawla
202211 (CS Spring)  ,CSCE 221/519 LAB,34910,MW,1/18/2022,5/10/2022,10:20 AM,11:10 AM,ZACH 596,Chawla
202211 (CS Spring)  ,CSCE 221/519 LEC,34910,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 244,Chawla
202211 (CS Spring)  ,CSCE 221/520 LAB,34911,MW,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 596,Chawla
202211 (CS Spring)  ,CSCE 221/520 LEC,34911,MWF,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 244,Chawla
202211 (CS Spring)  ,CSCE 222/203 LEC,43881,MWF,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 350,Sze
202211 (CS Spring)  ,CSCE 222/501 LEC,15322,MWF,1/18/2022,5/10/2022,1:50 PM,2:40 PM,ZACH 350,Carlisle
202211 (CS Spring)  ,CSCE 222/502 LEC,15328,MWF,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ZACH 350,Carlisle
202211 (CS Spring)  ,CSCE 222/503 LEC,20913,MWF,1/18/2022,5/10/2022,11:30 AM,12:20 PM,ZACH 350,Sze
202211 (CS Spring)  ,CSCE 222/599 LEC,43274,MWF,1/18/2022,5/10/2022,1:50 PM,2:40 PM,ONLINE ONLINE,Huang
202211 (CS Spring)  ,CSCE 291/216 RES,45152,,1/18/2022,5/10/2022,,,,Gutierrez-Osuna
202211 (CS Spring)  ,CSCE 291/236 RES,40139,,1/18/2022,5/10/2022,,,,Hammond
202211 (CS Spring)  ,CSCE 291/536 RES,40665,,1/18/2022,5/10/2022,,,,Hammond
202211 (CS Spring)  ,CSCE 310/500 LEC,27357,MW,1/18/2022,5/10/2022,4:10 PM,5:25 PM,ZACH 350,Lanclos
202211 (CS Spring)  ,CSCE 312/201 LAB,43882,MW,1/18/2022,5/10/2022,1:50 PM,2:40 PM,ZACH 596,Kim
202211 (CS Spring)  ,CSCE 312/201 LEC,43882,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,HRBB 124,Kim
202211 (CS Spring)  ,CSCE 312/500 LAB,37714,MW,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 596,Kim
202211 (CS Spring)  ,CSCE 312/500 LEC,37714,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,HRBB 124,Kim
202211 (CS Spring)  ,CSCE 312/501 LAB,37928,MW,1/18/2022,5/10/2022,1:50 PM,2:40 PM,ZACH 596,Kim
202211 (CS Spring)  ,CSCE 312/501 LEC,37928,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,HRBB 124,Kim
202211 (CS Spring)  ,CSCE 312/502 LAB,12357,MW,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ZACH 596,Kim
202211 (CS Spring)  ,CSCE 312/502 LEC,12357,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,HRBB 124,Kim
202211 (CS Spring)  ,CSCE 312/503 LAB,16243,MW,1/18/2022,5/10/2022,4:10 PM,5:00 PM,ZACH 596,Kim
202211 (CS Spring)  ,CSCE 312/503 LEC,16243,TR,1/18/2022,5/10/2022,11:10 AM,12:25 PM,HRBB 124,Kim
202211 (CS Spring)  ,CSCE 312/504 LAB,27358,MW,1/18/2022,5/10/2022,5:45 PM,6:35 PM,ZACH 596,Jimenez
202211 (CS Spring)  ,CSCE 312/504 LEC,27358,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/505 LAB,27359,MW,1/18/2022,5/10/2022,7:00 PM,7:50 PM,ZACH 596,Jimenez
202211 (CS Spring)  ,CSCE 312/505 LEC,27359,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/506 LAB,27360,MW,1/18/2022,5/10/2022,12:40 PM,1:30 PM,ZACH 598,Jimenez
202211 (CS Spring)  ,CSCE 312/506 LEC,27360,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/507 LAB,32819,MW,1/18/2022,5/10/2022,1:50 PM,2:40 PM,ZACH 598,Jimenez
202211 (CS Spring)  ,CSCE 312/507 LEC,32819,TR,1/18/2022,5/10/2022,12:45 PM,2:00 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/508 LAB,34542,MW,1/18/2022,5/10/2022,3:00 PM,3:50 PM,ZACH 598,Jimenez
202211 (CS Spring)  ,CSCE 312/508 LEC,34542,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/509 LAB,34543,MW,1/18/2022,5/10/2022,4:10 PM,5:00 PM,ZACH 598,Jimenez
202211 (CS Spring)  ,CSCE 312/509 LEC,34543,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/510 LAB,37715,MW,1/18/2022,5/10/2022,5:45 PM,6:35 PM,ZACH 598,Jimenez
202211 (CS Spring)  ,CSCE 312/510 LEC,37715,TR,1/18/2022,5/10/2022,2:20 PM,3:35 PM,HRBB 124,Jimenez
202211 (CS Spring)  ,CSCE 312/511 LAB,34913,MW,1/18/2022,5/10/2022,7:00 PM,7:50 PM,ZACH 598,Jimenez
